Co_ID,PO ID,Exchange,Name," Root
Ticker "," Market Cap (C$)
31-December-2023 "," O/S Shares
31-December-2023 ",Sector, Sub-Sector ,"HQ
Location","HQ
Region",Listing Type,Listing Date,Interlisted,Trading on OTC,"CPC/
Former
CPC","S&P/TSX Venture 
Composite Index",2023 Venture 50,USA City,Asia Region," Volume YTD
31-December-2023 "," Value (C$) YTD
31-December-2023 "," Number of 
Trades YTD
31-December-2023 "," Number of
Months in
Trading Data ",AFRICA,ASIA,AUS/NZ/PNG,CANADA,LATIN AMERICA,OTHER,UK/EUROPE,USA,Oil and Gas,Gold,Silver,Copper,Nickel,Diamond,Molybdenum,Platinum/PGM,Iron,Lead,Zinc,Rare Earths,Potash,Lithium,Uranium,Coal,Tungsten,Base & Precious Metals,Royalty Streaming,Other Properties
V-02027,1049952,TSXV,Kingsmen Resources Ltd.,KNG," 4,160,233 "," 19,349,919 ",Mining,,BC,Canada,,,,,Y,,,,," 2,495,289 "," 586,304 ", 402 , 12 ,,,,,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,Tellurium
V-04838,1185265,TSXV,Reyna Gold Corp.,REYG," 4,033,873 "," 67,231,221 ",Mining,,BC,Canada,Other,20220111,,OTCQB,,,,,," 13,845,115 "," 1,236,792 "," 1,445 ", 12 ,,,,,Mexico,,,,,Y,,,,,,,,,,,,,,,,,,
V-01887,1057716,TSXV,Stroud Resources Ltd.,SDR," 4,033,624 "," 57,623,199 ",Mining,,ON,Canada,,,,,,,,,," 7,454,297 "," 428,156 ", 781 , 12 ,,,,,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,Y,,
V-00266,27371,TSXV,Eros Resources Corp.,ERC," 3,915,750 "," 97,893,741 ",Mining,,BC,Canada,RTO from NEX,20070615,,OTCQB,,,,,," 4,334,109 "," 193,636 ", 253 , 12 ,,,,,,,,NV,,Y,Y,,,,,,,,,,,,,,,,,
V-01230,25992,TSXV,MAS Gold Corp.,MAS," 3,842,151 "," 384,215,132 ",Mining,,BC,Canada,,19870923,,,,,,,," 31,459,858 "," 620,556 ", 842 , 12 ,,,,SK,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02229,1095424,TSXV,Gold79 Mines Ltd.,AUU," 3,825,972 "," 191,298,579 ",Mining,,BC,Canada,Other,20051219,,OTCQB,,,,,," 42,191,716 "," 1,451,509 "," 1,648 ", 12 ,,,,,,,,"AZ,NV",,Y,Y,,,,,,,,,,,,,,,,,
V-00038,30196,TSXV,iMetal Resources Inc.,IMR," 3,816,005 "," 50,880,063 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 23,116,887 "," 5,106,041 "," 2,705 ", 12 ,,,,"ON, QC",,,,,,Y,Y,Y,Y,,,,,,Y,,,,,,,Y,,Graphite
V-01714,1062224,TSXV,Romios Gold Resources Inc.,RG," 3,781,723 "," 252,114,852 ",Mining,,ON,Canada,,,,OTCQB,,,,,," 26,769,970 "," 768,620 ", 944 , 12 ,,,,"BC, ON",,,,NV,,Y,Y,Y,,,,,,,,,,,,,,,,
V-00915,1019700,TSXV,Winshear Gold Corp.,WINS," 3,770,236 "," 94,255,895 ",Mining,,BC,Canada,,,,,,,,,," 54,811,702 "," 11,289,205 "," 4,258 ", 12 ,Tanzania,,,,Peru,,,,,Y,,,,,,,,,,,,,,,,,,
V-03850,1144986,TSXV,Transition Metals Corp.,XTM," 3,702,993 "," 67,327,139 ",Mining,,ON,Canada,IPO,20110826,,,,,,,," 7,456,855 "," 569,195 "," 1,020 ", 12 ,,,,"NS, ON",,,,,,Y,,Y,Y,,,Y,,,,,,,,,,,,Cobalt
V-04410,1180685,TSXV,Blue Thunder Mining Inc.,BLUE," 3,700,387 "," 49,338,491 ",Mining,,ON,Canada,QT,20200214,,,Y,,,,," 15,710,488 "," 574,235 ", 690 , 3 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-04260,1174970,TSXV,Azucar Minerals Ltd.,AMZ," 3,691,451 "," 73,829,025 ",Mining,,BC,Canada,RTO,20180525,,OTCQB,,,,,," 5,631,759 "," 406,704 ", 746 , 12 ,,,,,Mexico,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-04910,1185275,TSXV,Dinero Ventures Ltd.,DNO," 3,647,666 "," 23,533,332 ",Mining,,BC,Canada,IPO,20220810,,,,,,,," 90,000 "," 14,365 ", 19 , 7 ,,,,BC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-01355,1023526,TSXV,Gold Bull Resources Corp.,GBRC," 3,638,834 "," 9,834,686 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 22,724,339 "," 1,850,592 "," 2,162 ", 12 ,,,,,,,Bulgaria,,,Y,,,,,,,,,,,,,,,,,,
V-00015,12060,TSXV,Abacus Mining & Exploration Corporation,AME," 3,625,330 "," 120,844,341 ",Mining,,BC,Canada,,,,,,,,,," 6,937,342 "," 292,030 ", 620 , 12 ,,,,BC,,,,NV,,Y,,Y,,,,,,,,,,,,,,,,
V-00429,1139185,TSXV,Ranchero Gold Corp.,RNCH," 3,615,553 "," 65,737,322 ",Mining,,BC,Canada,RTO,20211020,,,,,,,," 1,628,482 "," 78,147 ", 346 , 12 ,,,,,Mexico,,,,,Y,,,,,,,,,,,,,,,,,,
V-01944,1023561,TSXV,Honey Badger Silver Inc.,TUF," 3,609,134 "," 40,101,491 ",Mining,,ON,Canada,,,,OTCQB,,,,,," 7,810,127 "," 853,064 "," 1,393 ", 12 ,,,,"ON, QC",,,,,,Y,,,,,,,,,,,,,,,,Y,,
V-00936,1099280,TSXV,Angold Resources Ltd.,AAU," 3,608,905 "," 34,370,526 ",Mining,,BC,Canada,RTO from NEX,20201231,,,Y,,,,," 21,287,383 "," 579,810 "," 1,485 ", 12 ,,,,ON,Chile,,,,,Y,,,,,,,,,,,,,,,,,,
V-00113,1067751,TSXV,Gungnir Resources Inc.,GUG," 3,588,894 "," 119,629,786 ",Mining,,BC,Canada,,,,,,,,,," 14,454,822 "," 805,418 "," 1,079 ", 12 ,,,,,,,Sweden,,,Y,,Y,Y,,,,,,Y,,,,,,,Y,,
V-00222,14473,TSXV,Belmont Resources Inc.,BEA," 3,540,747 "," 78,683,272 ",Mining,,BC,Canada,,,,,,,,,," 32,296,088 "," 1,529,988 "," 1,836 ", 12 ,,,,"BC, SK",,,,"NV, WA",,Y,Y,Y,,,,,,,,,,Y,Y,,,,,
V-04347,1179345,TSXV,Contact Gold Corp.,C," 3,523,066 "," 352,306,637 ",Mining,,BC,Canada,RTO,20170607,,OTCQB,,,,,," 88,491,712 "," 1,520,760 "," 2,275 ", 12 ,,,,,,,,NV,,Y,,,,,,,,,,,,,,,,,,
V-01558,1175655,TSXV,Jayden Resources Inc.,JDN," 3,511,071 "," 58,517,849 ",Mining,,BC,Canada,TSX Comedown,20151015,,OTCQB,,,,,," 2,424,279 "," 284,866 ", 212 , 12 ,,,,"MB, QC",,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-02954,1119109,TSXV,Batero Gold Corp.,BAT," 3,455,471 "," 115,182,383 ",Mining,,BC,Canada,QT,20100727,,,Y,,,,," 3,280,344 "," 89,030 ", 279 , 12 ,,,,,Colombia,,,,,Y,,,,,,,,,,,,,,,,,,
V-04457,1181169,TSXV,Pucara Gold Ltd.,TORO," 3,446,638 "," 76,591,960 ",Mining,,BC,Canada,QT,20201006,,OTCQB,Y,,,,," 3,868,245 "," 143,681 ", 352 , 12 ,,,,,Peru,,,,,Y,,,,,,,,,,,,,,,,,,
V-01457,1021709,TSXV,Orex Minerals Inc.,REX," 3,394,017 "," 19,964,806 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 24,904,755 "," 776,734 "," 1,675 ", 12 ,,,,BC,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-02950,1119259,TSXV,Tajiri Resources Corp.,TAJ," 3,354,165 "," 134,166,618 ",Mining,,BC,Canada,QT,20110426,,,Y,,,,," 12,535,178 "," 472,365 ", 634 , 12 ,Burkina Faso,,,BC,Guyana,,,,,Y,,Y,,,,,,,,,,,,,,Y,,
V-04444,1180975,TSXV,Southern Empire Resources Corp.,SMP," 3,351,140 "," 67,022,800 ",Mining,,BC,Canada,QT,20200324,,OTCQB,Y,,,,," 6,220,798 "," 423,981 ", 429 , 12 ,,,,,Mexico,,,"AZ, CA",,Y,,,,,,,,,,,,,,,,,,
V-00226,1099483,TSXV,Silver Valley Metals Corp.,SILV," 3,334,838 "," 55,580,640 ",Mining,,BC,Canada,Other,20050413,,OTCQB,,,,,," 18,041,289 "," 2,002,012 "," 2,322 ", 12 ,,,,,Mexico,,,ID,,,Y,,,,,,,Y,Y,,Y,Y,,,,,,
V-03788,1147880,TSXV,Tombill Mines Limited,TBLL," 3,330,000 "," 222,000,000 ",Mining,,BC,Canada,QT,20201215,,,Y,,,,," 18,900,082 "," 255,587 ", 540 , 12 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,,,
V-03813,1127341,TSXV,Searchlight Resources Inc.,SCLT," 3,315,318 "," 132,612,734 ",Mining,,BC,Canada,Other,20110718,,OTCQB,,,,,," 19,676,040 "," 706,044 "," 1,036 ", 12 ,,,,SK,,,,,,Y,,Y,Y,,,,,,,Y,,,,,,,,
V-02178,1093376,TSXV,Copper Road Resources Inc.,CRD," 3,312,897 "," 55,214,951 ",Mining,,ON,Canada,QT,20040916,,,Y,,,,," 14,073,155 "," 1,459,574 "," 1,028 ", 12 ,,,,ON,,,,,,Y,Y,Y,,,,,,,,,,,,,,Y,,
V-03883,1152377,TSXV,Casa Minerals Inc.,CASA," 3,303,667 "," 66,073,335 ",Mining,,BC,Canada,QT from NEX,20171207,,,Y,,,,," 10,124,398 "," 889,922 ", 767 , 12 ,,,,BC,,,,AZ,,Y,Y,Y,,,,,,,,,,,,,,,,
V-04351,1178845,TSXV,Trifecta Gold Ltd.,TG," 3,203,971 "," 80,099,286 ",Mining,,BC,Canada,Other,20170615,,,,,,,," 9,580,442 "," 332,271 ", 587 , 12 ,,,,YT,,,,,,Y,Y,,,,,,,,,,,,,,,Y,,
V-01568,30132,TSXV,Playfair Mining Ltd.,PLY," 3,200,000 "," 128,000,000 ",Mining,,BC,Canada,,,,,,,,,," 20,470,438 "," 656,801 ", 775 , 12 ,,,,NL,,,Ireland,,,Y,,,,,,,,,,,,,,,Y,,,
V-00054,12037,TSXV,T2 Metals Corp.,TWO," 3,179,442 "," 28,904,019 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 3,920,089 "," 828,210 ", 711 , 12 ,,,,MB,,,,"AZ, NV",,Y,Y,Y,,,,,,,Y,,,,,,,,,
V-04007,1153235,TSXV,Tarku Resources Ltd.,TKU," 3,168,465 "," 126,738,588 ",Mining,,BC,Canada,QT,20140521,,OTCQB,Y,,,,," 43,360,867 "," 2,797,311 "," 3,646 ", 12 ,,,,"SK, QC",,,,,,Y,,,,,,,,,,,,,Y,,,Y,,
V-01389,17582,TSXV,Opus One Gold Corporation,OOR," 3,153,418 "," 157,670,921 ",Mining,,QC,Canada,,,,,,,,,," 36,894,459 "," 856,073 "," 1,223 ", 12 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-00734,29960,TSXV,Freeport Resources Inc.,FRI," 3,146,536 "," 157,326,822 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 14,832,115 "," 548,832 ", 801 , 12 ,,,,"BC, NL",,,,,,Y,,Y,,,,,,,,,,,,,Y,,,
V-03664,1108683,TSXV,Minnova Corp.,MCI," 3,144,968 "," 69,888,176 ",Mining,,ON,Canada,Other,20101104,,,,,,,," 28,788,628 "," 1,374,348 "," 1,661 ", 12 ,,,,MB,,,,,,Y,,,,,,,,,,,,,,,,,,
V-00836,19421,TSXV,Goldex Resources Corporation,GDX," 3,144,759 "," 33,102,722 ",Mining,,BC,Canada,,,,,,,,,," 4,117,557 "," 314,363 ", 434 , 12 ,Mali,,,,Guatemala,,,,,Y,,,Y,,,,,,,,,,,,,,,
V-00378,30748,TSXV,International Metals Mining Corp.,IMM," 3,094,014 "," 28,127,396 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 8,514,571 "," 1,597,094 ", 975 , 12 ,,,,,"Brazil, Peru",,,,,Y,,Y,,,,,,,,,,Y,,,,,,
V-04720,1184570,TSXV,Nobel Resources Corp.,NBLC," 3,085,285 "," 77,132,117 ",Mining,,ON,Canada,Other,20210420,,OTCQB,,,,,," 12,128,805 "," 657,033 ", 983 , 12 ,,,,,Chile,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-02658,1114295,TSXV,Kestrel Gold Inc.,KGC," 3,078,430 "," 102,614,336 ",Mining,,AB,Canada,QT,20100628,,,Y,,,,," 15,169,406 "," 564,495 "," 1,063 ", 12 ,,,,YT,,,,,,Y,,,,,,,,,,,,,,,,,,
V-03016,1123005,TSXV,Helius Minerals Limited,HHH," 3,053,619 "," 33,929,095 ",Mining,,BC,Canada,QT,20111220,,,Y,,,,," 870,876 "," 72,390 ", 164 , 12 ,,,,,,,,NV,,Y,,Y,,,,,,,,,,,,,,,,
V-02903,1118330,TSXV,Pelangio Exploration Inc.,PX," 3,033,172 "," 121,326,887 ",Mining,,ON,Canada,Other,20080910,,,,,,,," 10,381,505 "," 285,421 ", 717 , 12 ,Ghana,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
V-04378,1179980,TSXV,Xplore Resources Corp.,XPLR," 3,017,496 "," 23,211,505 ",Mining,,ON,Canada,QT,20201008,,,Y,,,,," 9,565,961 "," 698,499 ", 507 , 12 ,,,,"BC, ON",,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-01791,1023409,TSXV,Silver Spruce Resources Inc.,SSE," 3,011,393 "," 200,759,500 ",Mining,,NS,Canada,,,,OTCQB,,,,,," 58,303,002 "," 1,101,821 "," 1,877 ", 12 ,,,,"NL, ON",Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-00014,1062223,TSXV,AXMIN Inc.,AXM," 2,993,748 "," 149,687,381 ",Mining,,ON,Canada,,,,,,,,,," 9,324,848 "," 367,480 ", 469 , 12 ,"Central African Republic, Senegal",,,,,,,,,Y,,,,,,,,,,,,,,,,,Y,
V-04517,1182010,TSXV,GSP Resource Corp.,GSPR," 2,986,611 "," 27,151,005 ",Mining,,BC,Canada,IPO,20181129,,,,,,,," 9,497,760 "," 1,429,829 "," 3,586 ", 12 ,,,,BC,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,
V-02181,18275,TSXV,Tesoro Minerals Corp.,TES," 2,970,526 "," 99,017,549 ",Mining,,BC,Canada,,,,,,,,,," 2,074,017 "," 77,429 ", 212 , 12 ,,,,,Colombia,,,,,Y,,,,,,,,,,,,,,,,,,
V-03054,1126240,TSXV,Indigo Exploration Inc.,IXI," 2,954,611 "," 65,658,020 ",Mining,,BC,Canada,IPO,20091231,,OTCQB,,,,,," 36,634,598 "," 4,808,980 "," 4,807 ", 12 ,Burkina Faso,,,AB,,,,,,Y,,,,,,,,,,,,Y,,,,,,
V-04540,1181710,TSXV,Beauce Gold Fields Inc.,BGF," 2,897,319 "," 82,780,543 ",Mining,,QC,Canada,Other,20190204,,,,,,,," 9,170,619 "," 402,579 "," 1,157 ", 12 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-00627,28733,TSXV,Emergent Metals Corp.,EMR," 2,889,780 "," 32,108,670 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 12,725,415 "," 2,031,265 "," 1,438 ", 12 ,,,,QC,,,,NV,,Y,,,,,,,,,,,,,,,,Y,,
V-01413,1023400,TSXV,Northern Shield Resources Inc.,NRN," 2,874,693 "," 82,134,091 ",Mining,,ON,Canada,,,,,,,,,," 26,319,119 "," 1,552,006 "," 1,908 ", 12 ,,,,NL,,,,,,Y,Y,Y,,,,,,,,,,,,,,,,Tellurium
V-02692,1115632,TSXV,Prospector Metals Corp.,PPP," 2,855,811 "," 63,462,472 ",Mining,,BC,Canada,QT,20090720,,OTCQB,Y,,,,," 16,898,501 "," 1,599,505 "," 1,915 ", 12 ,,,,"NL, ON",,,,,,Y,,,Y,,,,,,,,,,,,,,,
V-00084,1078210,TSXV,Altai Resources Inc.,ATI," 2,801,678 "," 56,033,552 ",Mining,,ON,Canada,,,,,,,,,," 6,129,966 "," 424,206 ", 395 , 12 ,,,,"AB, QC",,,,,Y,Y,,,,,,,,,,,,,,,,,,
V-00698,1084835,TSXV,Finlay Minerals Ltd.,FYL," 2,762,225 "," 138,111,232 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 21,459,698 "," 589,852 "," 1,074 ", 12 ,,,,BC,,,,,,Y,Y,Y,,,Y,,,,,,,,,,,Y,,
V-03900,1151090,TSXV,Sarama Resources Ltd.,SWA," 2,721,333 "," 181,422,169 ",Mining,,Australia,Australia/NZ/PNG,IPO,20111103,ASX,,,,,,," 30,306,760 "," 1,137,940 "," 1,202 ", 12 ,Burkina Faso,,,,,,,,,Y,,,,,,,,,,,,,,,,,,
V-00448,1061422,TSXV,Conquest Resources Limited,CQR," 2,705,542 "," 135,277,106 ",Mining,,ON,Canada,,,,,,,,,," 9,105,803 "," 194,660 ", 375 , 12 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02951,1120547,TSXV,K9 Gold Corp.,KNC," 2,704,080 "," 90,136,007 ",Mining,,AB,Canada,QT,20110418,,,Y,,,,," 48,005,446 "," 1,977,392 "," 2,788 ", 12 ,,,,NL,,,,,,Y,,,,,,,,,,,,,,,,,,
V-04615,1182150,TSXV,Torr Metals Inc.,TMET," 2,694,847 "," 35,931,294 ",Mining,,AB,Canada,QT,20211207,,,Y,,,,," 8,928,233 "," 766,492 ", 588 , 12 ,,,,BC,,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-00365,17799,TSXV,Carlin Gold Corporation,CGD," 2,688,875 "," 18,543,964 ",Mining,,BC,Canada,,,,,,,,,," 2,012,756 "," 65,531 ", 139 , 12 ,,,,YT,,,,NV,,Y,,,,,,,,,,,,,,,,,,
V-02396,822281,TSXV,Silver Wolf Exploration Ltd.,SWLF," 2,682,263 "," 35,763,500 ",Mining,,BC,Canada,Other,20061129,,OTCQB,,,,,," 2,533,958 "," 233,537 ", 463 , 12 ,,,,,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-02895,1117273,TSXV,Fremont Gold Ltd.,FRE," 2,654,547 "," 37,922,097 ",Mining,,BC,Canada,IPO,20080924,,OTCQB,,,,,," 3,947,067 "," 375,446 ", 476 , 12 ,,,,,,Armenia,,NV,,Y,,Y,,,,,,,,,,Y,,,,,,
V-02970,1118337,TSXV,Frontline Gold Corporation,FGC," 2,617,073 "," 130,853,673 ",Mining,,NS,Canada,QT,20100114,,,Y,,,,," 3,024,724 "," 51,409 ", 156 , 5 ,Mali,,,"BC, ON",,,Turkey,,,Y,,Y,,,,,,,,,,,,,,Y,,
V-00281,12154,TSXV,Smooth Rock Ventures Corp.,SMRV," 2,590,853 "," 24,674,794 ",Mining,,BC,Canada,,,,,,,,,," 4,267,323 "," 331,136 ", 383 , 12 ,,,,,,,,NV,,Y,,,Y,,,,,,,,,,,,,,,
V-02005,1057718,TSXV,NewOrigin Gold Corp.,NEWO," 2,578,126 "," 57,291,683 ",Mining,,ON,Canada,,,,,,,,,," 8,080,030 "," 314,623 ", 256 , 12 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,,,Cobalt
V-03984,1153780,TSXV,Kintavar Exploration Inc.,KTR," 2,571,143 "," 128,557,128 ",Mining,,QC,Canada,QT from NEX,20170403,,,Y,,,,," 12,326,244 "," 506,438 ", 815 , 12 ,,,,QC,,,,,,Y,,Y,,,,,,,,,,,,,,Y,,
V-00617,42136,TSXV,Metalquest Mining Inc.,MQM," 2,556,905 "," 26,914,788 ",Mining,,BC,Canada,,,,OTCQB,,,,,," 1,940,128 "," 173,137 ", 420 , 12 ,DRC (Congo),,,"NB, NL",,,,,,Y,,Y,,,,,,,,,,,,,,Y,,
V-00172,22277,TSXV,Pantera Silver Corp.,PNTR," 2,552,135 "," 28,357,056 ",Mining,,BC,Canada,,,,,,,,,," 4,665,543 "," 457,198 ", 991 , 12 ,,,,,Mexico,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-00649,1061548,TSXV,Rio Silver Inc.,RYO," 2,544,985 "," 84,832,844 ",Mining,,ON,Canada,QT,20011011,,,Y,,,,," 5,628,282 "," 178,996 ", 340 , 12 ,,,,ON,Peru,,,,,,Y,,,,,,,,,,,,,,,,,
V-00200,1023344,TSXV,Hemlo Explorers Inc.,HMLO," 2,536,246 "," 50,724,920 ",Mining,,ON,Canada,Other,20170126,,,,,,,," 2,662,077 "," 174,676 ", 289 , 12 ,,,,"NU, ON",,,,,,Y,,,,,,,Y,,,,,,,,,,,
V-01888,38385,TSXV,Apex Resources Inc.,APX," 2,531,371 "," 36,162,445 ",Mining,,BC,Canada,,19890615,,,,,,,," 7,168,886 "," 485,443 ", 438 , 12 ,,,,"BC, YT",,,,,,Y,Y,,,,,,,,Y,,,,,,Y,Y,,
V-02527,1112647,TSXV,Jaxon Mining Inc.,JAX," 2,520,055 "," 168,003,652 ",Mining,,BC,Canada,QT,20081201,,,Y,,,,," 32,588,896 "," 884,354 ", 637 , 12 ,,,,BC,,,,,,Y,Y,Y,,,,,,,Y,,,,,,,Y,,
V-04797,1185060,TSXV,Western Metallica Resources Corp.,WMS," 2,510,502 "," 71,728,630 ",Mining,,ON,Canada,QT,20220419,,,Y,,,,," 12,989,565 "," 742,547 ", 456 , 12 ,,,,,,,Spain,,,Y,,,,,,,,,,,,,,,,,,
V-04393,1178645,TSXV,Rockridge Resources Ltd.,ROCK," 2,503,032 "," 125,151,617 ",Mining,,BC,Canada,IPO,20171211,,OTCQB,,,,,," 55,310,570 "," 1,607,488 "," 2,248 ", 12 ,,,,"ON, SK",,,,,,Y,,Y,,,,,,,,,,,,,,,,
V-01396,1074410,TSXV,Magna Terra Minerals Inc.,MTT," 2,493,536 "," 83,117,865 ",Mining,,ON,Canada,RTO,20200814,,,,,,,," 8,441,706 "," 248,834 ", 372 , 12 ,,,,"NB, NL",Argentina,,,,,Y,,,,,,,,,,,,,,,,,,
V-04696,1184231,TSXV,Leviathan Gold Ltd.,LVX," 2,493,096 "," 19,944,766 ",Mining,,BC,Canada,Other,20210210,,OTCQB,,,,,," 16,171,717 "," 639,924 "," 1,639 ", 12 ,,,Australia,,,,,,,Y,,,,,,,,,,,,,,,,,,
V-04879,1186165,TSXV,Bulgold Inc.,ZLTO," 2,483,814 "," 27,597,928 ",Mining,,Bulgaria,UK/Europe,QT,20230327,,,Y,,,,," 1,424,518 "," 308,436 ", 214 , 10 ,,,,,,,Bulgaria,,,Y,,,,,,,,,,,,,,,,,,
V-04705,1184360,TSXV,Stinger Resources Inc.,STNG," 2,482,387 "," 49,647,742 ",Mining,,AB,Canada,Other,20210305,,OTCQB,,,,,," 4,900,368 "," 253,342 "," 1,538 ", 12 ,,,,BC,,,,,,Y,Y,,,,,,,,,,,,,,,,,
V-01146,1004693,TSXV,InZinc Mining Ltd.,IZN," 2,468,042 "," 123,402,084 ",Mining,,BC,Canada,,,,,,,,,," 16,044,922 "," 587,083 ", 757 , 12 ,,,,BC,,,,UT,,,Y,Y,,,,,,,Y,,,,,,,,,
V-02917,1119741,TSXV,Libero Copper & Gold Corporation,LBC," 2,436,213 "," 162,414,174 ",Mining,,BC,Canada,QT,20101001,,OTCQB,Y,,,,," 78,969,389 "," 7,223,294 "," 6,800 ", 12 ,,,,BC,"Argentina, Colombia",,,,,Y,,Y,,,Y,,,,,,,,,,,,,
V-02627,1115907,TSXV,Metallis Resources Inc.,MTS," 2,421,772 "," 60,544,312 ",Mining,,BC,Canada,QT,20090504,,OTCQB,Y,,,,," 13,917,501 "," 914,323 "," 1,401 ", 12 ,,,,BC,,,Italy,,,Y,Y,Y,Y,,,,,,,,,,,,,,,
V-02826,1118178,TSXV,Vatic Ventures Corp.,VCV," 2,416,921 "," 30,211,510 ",Mining,Agriculture,BC,Canada,QT from NEX,20110127,,OTCQB,Y,,,,," 8,628,630 "," 966,394 ", 572 , 12 ,,,,"NB, QC",,,,,,Y,,,,,,,,,,Y,,,,,,,,
V-00442,31453,TSXV,Commander Resources Ltd.,CMD," 2,402,578 "," 43,683,241 ",Mining,,BC,Canada,,,,,,,,,," 6,095,168 "," 484,067 ", 569 , 12 ,,,,"BC, NB, NL, ON, YT",Mexico,,,,,Y,Y,Y,,,,,,,Y,,,,,,,Y,Y,
V-02144,1097760,TSXV,Wescan Goldfields Inc.,WGF," 2,397,794 "," 53,284,320 ",Mining,,SK,Canada,,,,,,,,,," 1,305,024 "," 66,594 ", 151 , 12 ,,,,SK,,,,,,Y,,,,,,,,,,,,,,,,,,
V-04627,1183330,TSXV,Kalo Gold Corp.,KALO," 2,384,911 "," 119,245,550 ",Mining,,BC,Canada,QT,20210301,,,Y,,,,," 21,544,368 "," 1,049,614 "," 1,489 ", 12 ,,Fiji,,,,,,,,Y,,,,,,,,,,,,,,,,,,
V-00452,1023974,TSXV,Granada Gold Mine Inc.,GGM," 2,382,463 "," 158,830,835 ",Mining,,BC,Canada,,,,,,,,,," 15,198,082 "," 360,977 ", 997 , 12 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02933,1118673,TSXV,Sky Gold Corp.,SKYG," 2,381,071 "," 43,292,191 ",Mining,,BC,Canada,QT,20110322,,,Y,,,,," 7,555,323 "," 622,700 ", 898 , 12 ,,,,"NL, ON",,,,NV,,Y,,,Y,,,,,,,,,,,,,,,
V-04714,1184535,TSXV,Europacific Metals Inc.,EUP," 2,380,251 "," 68,007,163 ",Mining,,BC,Canada,Other,20210421,,OTCQB,,,,,," 11,596,688 "," 433,422 ", 394 , 12 ,,,,,,,Portugal,,,Y,,Y,,,,,,,,,,,,,,,,
V-03129,1133635,TSXV,Jinhua Capital Corporation,JHC," 2,368,704 "," 52,637,859 ",Mining,,BC,Canada,QT from NEX,20230811,,,Y,,,,," 2,750,022 "," 165,510 ", 226 , 5 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,Y,,
V-02621,1111164,TSXV,Bold Ventures Inc.,BOL," 2,363,225 "," 47,264,500 ",Mining,,ON,Canada,Other,20071029,,,,,,,," 2,060,975 "," 134,149 ", 378 , 12 ,,,,ON,,,,,,Y,,,,,,,,,,,,,,,,Y,,Chromite
V-00247,15791,TSXV,Bitterroot Resources Ltd.,BTT," 2,342,089 "," 93,683,556 ",Mining,,BC,Canada,,,,,,,,,," 6,398,819 "," 223,390 ", 574 , 12 ,,,,,,,,"MI,NV",,Y,,Y,Y,,,,,,,,,,,,,Y,,
V-01216,1056390,TSXV,Jade Leader Corp.,JADE," 2,270,880 "," 64,882,293 ",Mining,,AB,Canada,,,,,,,,,," 5,108,112 "," 157,842 ", 237 , 12 ,,,,"BC, YT",,,,"WV,WY",,Y,,,,,,,,,,,,,,,,,,
V-04474,1181925,TSXV,Golden Sky Minerals Corp.,AUEN," 2,262,580 "," 19,674,613 ",Mining,,BC,Canada,Other,20180814,,,,,,,," 3,534,731 "," 537,590 "," 1,009 ", 12 ,,,,YT,,,,,,Y,,,,,,,,,,,,,,,,,,
V-02034,1081442,TSXV,Goldflare Exploration Inc.,GOFL," 2,261,957 "," 113,097,865 ",Mining,,QC,Canada,,,,,Y,,,,," 19,617,735 "," 901,241 ", 867 , 12 ,,,,QC,,,,,,Y,,,,,,,,,,,,,,,,Y,,
